BOM Variant,vad_description1,Component Variant,Quantity,Build per,Time (hrs)
165-2-GRA,The Rowley Ripple - Two Pint in Graphite,11024,1.0,1,0.034861538
165-2-GRA,The Rowley Ripple - Two Pint in Graphite,11115,2.0,1,0.034861538
165-2-GRA,The Rowley Ripple - Two Pint in Graphite,10283,1.0,1,0.034861538
165-2-GRA,The Rowley Ripple - Two Pint in Graphite,10691,1.0,1,0.034861538
165-2-GRA,The Rowley Ripple - Two Pint in Graphite,11299,1.0,1,0.034861538
165-2-GRN,The Rowley Ripple - Two Pint in HAWS Green,11115,2.0,1,0.035188406
165-2-GRN,The Rowley Ripple - Two Pint in HAWS Green,11024,1.0,1,0.035188406
165-2-GRN,The Rowley Ripple - Two Pint in HAWS Green,10353,1.0,1,0.035188406
165-2-GRN,The Rowley Ripple - Two Pint in HAWS Green,10283,1.0,1,0.035188406
165-2-GRN,The Rowley Ripple - Two Pint in HAWS Green,10687,1.0,1,0.035188406
165-2-GRN,The Rowley Ripple - Two Pint in HAWS Green,11299,1.0,1,0.035188406
165-2-LCG,The Rowley Ripple - Two Pint in Lichen Green,11115,2.0,1,0.036295585
165-2-LCG,The Rowley Ripple - Two Pint in Lichen Green,11024,1.0,1,0.036295585
165-2-LCG,The Rowley Ripple - Two Pint in Lichen Green,10353,1.0,1,0.036295585
165-2-LCG,The Rowley Ripple - Two Pint in Lichen Green,10283,1.0,1,0.036295585
165-2-LCG,The Rowley Ripple - Two Pint in Lichen Green,11280,1.0,1,0.036295585
165-2-LCG,The Rowley Ripple - Two Pint in Lichen Green,11299,1.0,1,0.036295585
165-2-PKL,The Rowley Ripple - Two Pint in Pink Clay,11115,2.0,1,0.033347921
165-2-PKL,The Rowley Ripple - Two Pint in Pink Clay,11024,1.0,1,0.033347921
165-2-PKL,The Rowley Ripple - Two Pint in Pink Clay,10353,1.0,1,0.033347921
165-2-PKL,The Rowley Ripple - Two Pint in Pink Clay,10283,1.0,1,0.033347921
165-2-PKL,The Rowley Ripple - Two Pint in Pink Clay,11278,1.0,1,0.033347921
165-2-PKL,The Rowley Ripple - Two Pint in Pink Clay,11299,1.0,1,0.033347921
165-2-SAG,The Rowley Ripple - Two Pint in Sage,10353,1.0,1,0.03846
165-2-SAG,The Rowley Ripple - Two Pint in Sage,11024,1.0,1,0.03846
165-2-SAG,The Rowley Ripple - Two Pint in Sage,11115,2.0,1,0.03846
165-2-SAG,The Rowley Ripple - Two Pint in Sage,10283,1.0,1,0.03846
165-2-SAG,The Rowley Ripple - Two Pint in Sage,10692,1.0,1,0.03846
165-2-SAG,The Rowley Ripple - Two Pint in Sage,11299,1.0,1,0.03846
165-2-TTM,The Rowley Ripple - Two Pint in Titanium,10353,1.0,1,0.03846
165-2-TTM,The Rowley Ripple - Two Pint in Titanium,11115,2.0,1,0.03846
165-2-TTM,The Rowley Ripple - Two Pint in Titanium,11024,1.0,1,0.03846
165-2-TTM,The Rowley Ripple - Two Pint in Titanium,10283,1.0,1,0.03846
165-2-TTM,The Rowley Ripple - Two Pint in Titanium,10851,1.0,1,0.03846
165-2-TTM,The Rowley Ripple - Two Pint in Titanium,11299,1.0,1,0.03846
165-2-WHG,The Rowley Ripple - Two Pint in White Granite,10353,1.0,1,0.036866359
165-2-WHG,The Rowley Ripple - Two Pint in White Granite,11024,1.0,1,0.036866359
165-2-WHG,The Rowley Ripple - Two Pint in White Granite,11115,2.0,1,0.036866359
165-2-WHG,The Rowley Ripple - Two Pint in White Granite,10283,1.0,1,0.036866359
165-2-WHG,The Rowley Ripple - Two Pint in White Granite,11281,1.0,1,0.036866359
165-2-WHG,The Rowley Ripple - Two Pint in White Granite,11299,1.0,1,0.036866359
166,Steel Disc #3 - Circular Spray Nozzle,10577,1.0,1,0.0
168-1.5-GRN-4,The Tipton Tipper - 1.5 Gallons  in Green (Trade Pack),11046,4.0,1,0.0
168-1.5-GRN-4,The Tipton Tipper - 1.5 Gallons  in Green (Trade Pack),SUB11057,1.0,1,0.0
168-1.5-GRN-4,The Tipton Tipper - 1.5 Gallons  in Green (Trade Pack),11034,4.0,1,0.0
168-1.5-GRN-4,The Tipton Tipper - 1.5 Gallons  in Green (Trade Pack),10421,1.0,1,0.0
168-1.5-GRN-4,The Tipton Tipper - 1.5 Gallons  in Green (Trade Pack),10426,4.0,1,0.0
168-1.5-GRN-4,The Tipton Tipper - 1.5 Gallons  in Green (Trade Pack),10425,4.0,1,0.0
169-1.5-GRN-2,2x The Cradley Cascader,WEB-169-1.5-GRN,2.0,1,0.0
169-1.5-GRN-33-ALL,The Cradley Cascader - Full Monty ,335-2,1.0,1,0.0
169-1.5-GRN-33-ALL,The Cradley Cascader - Full Monty ,330-2,1.0,1,0.0
169-1.5-GRN-33-ALL,The Cradley Cascader - Full Monty ,330-1,1.0,1,0.0
169-1.5-GRN-33-ALL,The Cradley Cascader - Full Monty ,330-3,1.0,1,0.0
169-1.5-GRN-33-ALL,The Cradley Cascader - Full Monty ,335-1,1.0,1,0.0
169-1.5-GRN-33-ALL,The Cradley Cascader - Full Monty ,335-3,1.0,1,0.0
169-1.5-GRN-33-ALL,The Cradley Cascader - Full Monty ,335-4,1.0,1,0.0
169-1.5-GRN-33-ALL,The Cradley Cascader - Full Monty ,WEB-169-1.5-GRN,1.0,1,0.0
169-1.5-GRN-33-BED,The Cradley Cascader - Bed Rose Set,330-2,1.0,1,0.0
169-1.5-GRN-33-BED,The Cradley Cascader - Bed Rose Set,330-1,1.0,1,0.0
169-1.5-GRN-33-BED,The Cradley Cascader - Bed Rose Set,330-3,1.0,1,0.0
169-1.5-GRN-33-BED,The Cradley Cascader - Bed Rose Set,WEB-169-1.5-GRN,1.0,1,0.0
169-1.5-GRN-33-POT,The Cradley Cascader - Pot Rose Set,335-2,1.0,1,0.0
169-1.5-GRN-33-POT,The Cradley Cascader - Pot Rose Set,335-1,1.0,1,0.0
169-1.5-GRN-33-POT,The Cradley Cascader - Pot Rose Set,335-3,1.0,1,0.0
169-1.5-GRN-33-POT,The Cradley Cascader - Pot Rose Set,335-4,1.0,1,0.0
169-1.5-GRN-33-POT,The Cradley Cascader - Pot Rose Set,WEB-169-1.5-GRN,1.0,1,0.0
169-1.5-GRN-33-STARTER,The Cradley Cascader - Starter Rose Set,330-1,1.0,1,0.0
169-1.5-GRN-33-STARTER,The Cradley Cascader - Starter Rose Set,335-4,1.0,1,0.0
169-1.5-GRN-33-STARTER,The Cradley Cascader - Starter Rose Set,WEB-169-1.5-GRN,1.0,1,0.0
169-1.5-GRN-4,The Cradley Cascader - 1.5 Gallons in Green (Trade Pack),10520,4.0,1,0.199939804
169-1.5-GRN-4,The Cradley Cascader - 1.5 Gallons in Green (Trade Pack),10522,4.0,1,0.199939804
169-1.5-GRN-4,The Cradley Cascader - 1.5 Gallons in Green (Trade Pack),10421,1.0,1,0.199939804
169-1.5-GRN-4,The Cradley Cascader - 1.5 Gallons in Green (Trade Pack),11046,4.0,1,0.199939804
169-1.5-GRN-4,The Cradley Cascader - 1.5 Gallons in Green (Trade Pack),ZNS10655,4.0,1,0.199939804
169-1.5-GRN-4,The Cradley Cascader - 1.5 Gallons in Green (Trade Pack),10251,4.0,1,0.199939804
169-1.5-GRN-4,The Cradley Cascader - 1.5 Gallons in Green (Trade Pack),11204,4.0,1,0.199939804
170,Eclipse Spray Lance Kit to Sovereign Spec.,30,1.0,1,0.0
170,Eclipse Spray Lance Kit to Sovereign Spec.,33,1.0,1,0.0
170,Eclipse Spray Lance Kit to Sovereign Spec.,62,1.0,1,0.0
170,Eclipse Spray Lance Kit to Sovereign Spec.,123,1.0,1,0.0
170,Eclipse Spray Lance Kit to Sovereign Spec.,8033,1.0,1,0.0
170-1.5-GRN,The Cradley Deluxe - 1.5 Gallons in Green,ZNS10655,1.0,1,0.066248357
170-1.5-GRN,The Cradley Deluxe - 1.5 Gallons in Green,11049,1.0,1,0.066248357
170-1.5-GRN,The Cradley Deluxe - 1.5 Gallons in Green,11050,1.0,1,0.066248357
170-1.5-GRN,The Cradley Deluxe - 1.5 Gallons in Green,11205,1.0,1,0.066248357
170-1.5-GRN,The Cradley Deluxe - 1.5 Gallons in Green,11256,1.0,1,0.066248357
170-1.5-GRN-2,2x The Cradley Deluxe,170-1.5-GRN,2.0,1,0.0
170-1.5-GRN-32-ALL,The Cradley Deluxe - Full Monty ,325-1,1.0,1,0.0
170-1.5-GRN-32-ALL,The Cradley Deluxe - Full Monty ,325-4,1.0,1,0.0
170-1.5-GRN-32-ALL,The Cradley Deluxe - Full Monty ,170-1.5-GRN,1.0,1,0.0
170-1.5-GRN-32-ALL,The Cradley Deluxe - Full Monty ,320-1,1.0,1,0.0
170-1.5-GRN-32-ALL,The Cradley Deluxe - Full Monty ,320-2,1.0,1,0.0
170-1.5-GRN-32-ALL,The Cradley Deluxe - Full Monty ,320-3,1.0,1,0.0
170-1.5-GRN-32-ALL,The Cradley Deluxe - Full Monty ,325-2,1.0,1,0.0
170-1.5-GRN-32-ALL,The Cradley Deluxe - Full Monty ,325-3,1.0,1,0.0
170-1.5-GRN-32-BED,The Cradley Deluxe - Bed Rose Set,170-1.5-GRN,1.0,1,0.0
170-1.5-GRN-32-BED,The Cradley Deluxe - Bed Rose Set,320-1,1.0,1,0.0
170-1.5-GRN-32-BED,The Cradley Deluxe - Bed Rose Set,320-2,1.0,1,0.0
170-1.5-GRN-32-BED,The Cradley Deluxe - Bed Rose Set,320-3,1.0,1,0.0
170-1.5-GRN-32-POT,The Cradley Deluxe - Pot Rose Set,325-1,1.0,1,0.0
170-1.5-GRN-32-POT,The Cradley Deluxe - Pot Rose Set,325-4,1.0,1,0.0
170-1.5-GRN-32-POT,The Cradley Deluxe - Pot Rose Set,170-1.5-GRN,1.0,1,0.0
170-1.5-GRN-32-POT,The Cradley Deluxe - Pot Rose Set,325-2,1.0,1,0.0
170-1.5-GRN-32-POT,The Cradley Deluxe - Pot Rose Set,325-3,1.0,1,0.0
170-1.5-GRN-32-STARTER,The Cradley Deluxe - Starter Rose Set,325-4,1.0,1,0.0
170-1.5-GRN-32-STARTER,The Cradley Deluxe - Starter Rose Set,170-1.5-GRN,1.0,1,0.0
170-1.5-GRN-32-STARTER,The Cradley Deluxe - Starter Rose Set,320-1,1.0,1,0.0
177,Black PVC Piece - Cream Injector Nozzle ,10583,55.0,1000,0.0
180-2,The Rowley Ripple - Two Pint Copper,10353,1.0,1,0.110445912
180-2,The Rowley Ripple - Two Pint Copper,11115,2.0,1,0.110445912
180-2,The Rowley Ripple - Two Pint Copper,11024,1.0,1,0.110445912
180-2,The Rowley Ripple - Two Pint Copper,11224,1.0,1,0.110445912
180-2,The Rowley Ripple - Two Pint Copper,10283,1.0,1,0.110445912
180-2,The Rowley Ripple - Two Pint Copper,11203,1.0,1,0.110445912
180-2,The Rowley Ripple - Two Pint Copper,11299,1.0,1,0.110445912
180-2-HMMR,The Rowley Ripple - Two Pint Copper - Hammered Finish,11224,1.0,1,0.0
180-2-HMMR,The Rowley Ripple - Two Pint Copper - Hammered Finish,11115,2.0,1,0.0
180-2-HMMR,The Rowley Ripple - Two Pint Copper - Hammered Finish,11024,1.0,1,0.0
180-2-HMMR,The Rowley Ripple - Two Pint Copper - Hammered Finish,10353,1.0,1,0.0
180-2-HMMR,The Rowley Ripple - Two Pint Copper - Hammered Finish,10283,1.0,1,0.0
180-2-HMMR,The Rowley Ripple - Two Pint Copper - Hammered Finish,11299,1.0,1,0.0
180-2-HMMR,The Rowley Ripple - Two Pint Copper - Hammered Finish,11550,1.0,1,0.0
180-2-WS,The Rowley Ripple - Two Pint Copper - William Sonoma Special,10353,1.0,1,0.116354167
180-2-WS,The Rowley Ripple - Two Pint Copper - William Sonoma Special,11024,1.0,1,0.116354167
180-2-WS,The Rowley Ripple - Two Pint Copper - William Sonoma Special,11115,2.0,1,0.116354167
180-2-WS,The Rowley Ripple - Two Pint Copper - William Sonoma Special,10283,1.0,1,0.116354167
180-2-WS,The Rowley Ripple - Two Pint Copper - William Sonoma Special,11203,1.0,1,0.116354167
180-2-WS,The Rowley Ripple - Two Pint Copper - William Sonoma Special,11299,1.0,1,0.116354167
186-1-GLV,The Warley Fall - One Gallon HDG in Galv',11029,1.0,1,0.06097561
186-1-GLV,The Warley Fall - One Gallon HDG in Galv',11020,1.0,1,0.06097561
186-1-GLV,The Warley Fall - One Gallon HDG in Galv',11114,1.0,1,0.06097561
186-1-GLV,The Warley Fall - One Gallon HDG in Galv',10284,1.0,1,0.06097561
186-1-GLV,The Warley Fall - One Gallon HDG in Galv',11451,1.0,1,0.06097561
186-1-GLV,The Warley Fall - One Gallon HDG in Galv',11537,1.0,1,0.06097561
186-1-GRN,The Warley Fall - One Gallon HDG in HAWS Green,ZNS10655,2.0,1,0.068509317
186-1-GRN,The Warley Fall - One Gallon HDG in HAWS Green,11114,1.0,1,0.068509317
186-1-GRN,The Warley Fall - One Gallon HDG in HAWS Green,11020,1.0,1,0.068509317
186-1-GRN,The Warley Fall - One Gallon HDG in HAWS Green,11029,1.0,1,0.068509317
186-1-GRN,The Warley Fall - One Gallon HDG in HAWS Green,10284,1.0,1,0.068509317
186-1-GRN,The Warley Fall - One Gallon HDG in HAWS Green,11452,1.0,1,0.068509317
186-1-GRN,The Warley Fall - One Gallon HDG in HAWS Green,11537,1.0,1,0.068509317
186-1-PUR,The Warley Fall - One Gallon HDG in Purple Royale,11114,1.0,1,0.076921667
186-1-PUR,The Warley Fall - One Gallon HDG in Purple Royale,ZNS10655,2.0,1,0.076921667
186-1-PUR,The Warley Fall - One Gallon HDG in Purple Royale,11020,1.0,1,0.076921667
186-1-PUR,The Warley Fall - One Gallon HDG in Purple Royale,11029,1.0,1,0.076921667
186-1-PUR,The Warley Fall - One Gallon HDG in Purple Royale,10284,1.0,1,0.076921667
186-1-PUR,The Warley Fall - One Gallon HDG in Purple Royale,11502,1.0,1,0.076921667
186-1-PUR,The Warley Fall - One Gallon HDG in Purple Royale,11537,1.0,1,0.076921667
186-4-GLV,The Warley Fall - Two Gallon HDG in Galv',11021,1.0,1,0.045352532
186-4-GLV,The Warley Fall - Two Gallon HDG in Galv',11028,1.0,1,0.045352532
186-4-GLV,The Warley Fall - Two Gallon HDG in Galv',10284,1.0,1,0.045352532
186-4-GLV,The Warley Fall - Two Gallon HDG in Galv',10862,1.0,1,0.045352532
186-4-GLV,The Warley Fall - Two Gallon HDG in Galv',11256,1.0,1,0.045352532
186-4-GRN,The Warley Fall - Two Gallon HDG in HAWS Green,11021,1.0,1,0.083550296
186-4-GRN,The Warley Fall - Two Gallon HDG in HAWS Green,11028,1.0,1,0.083550296
186-4-GRN,The Warley Fall - Two Gallon HDG in HAWS Green,ZNS10655,2.0,1,0.083550296
186-4-GRN,The Warley Fall - Two Gallon HDG in HAWS Green,10284,1.0,1,0.083550296
186-4-GRN,The Warley Fall - Two Gallon HDG in HAWS Green,10864,1.0,1,0.083550296
186-4-GRN,The Warley Fall - Two Gallon HDG in HAWS Green,11256,1.0,1,0.083550296
186-4-PUR,The Warley Fall - Two Gallon HDG in Purple Royale,ZNS10655,2.0,1,0.075738832
186-4-PUR,The Warley Fall - Two Gallon HDG in Purple Royale,11028,1.0,1,0.075738832
186-4-PUR,The Warley Fall - Two Gallon HDG in Purple Royale,11021,1.0,1,0.075738832
186-4-PUR,The Warley Fall - Two Gallon HDG in Purple Royale,10284,1.0,1,0.075738832
186-4-PUR,The Warley Fall - Two Gallon HDG in Purple Royale,11254,1.0,1,0.075738832
186-4-PUR,The Warley Fall - Two Gallon HDG in Purple Royale,11256,1.0,1,0.075738832
188-1-198-1-GRN,The Warley and Bearwood One Gallon,188-1-GRN,1.0,1,0.0
188-1-198-1-GRN,The Warley and Bearwood One Gallon,198-1-GRN,1.0,1,0.0
188-1-2-GRN,The Warley Fall One & Two Gallon,188-1-GRN,1.0,1,0.0
188-1-2-GRN,The Warley Fall One & Two Gallon,188-2-GRN,1.0,1,0.0
188-1-3005,The Warley Fall - One Gallon in Wine Red,11114,1.0,1,0.075
188-1-3005,The Warley Fall - One Gallon in Wine Red,11020,1.0,1,0.075
188-1-3005,The Warley Fall - One Gallon in Wine Red,11029,1.0,1,0.075
188-1-3005,The Warley Fall - One Gallon in Wine Red,11251,1.0,1,0.075
188-1-3005,The Warley Fall - One Gallon in Wine Red,10284,1.0,1,0.075
188-1-3005,The Warley Fall - One Gallon in Wine Red,11242,1.0,1,0.075
188-1-3005,The Warley Fall - One Gallon in Wine Red,11256,1.0,1,0.075
188-1-6014,The Warley Fall - One Gallon in Yellow Olive,11250,1.0,1,0.073210526
188-1-6014,The Warley Fall - One Gallon in Yellow Olive,11114,1.0,1,0.073210526
188-1-6014,The Warley Fall - One Gallon in Yellow Olive,ZNS10655,2.0,1,0.073210526
188-1-6014,The Warley Fall - One Gallon in Yellow Olive,11020,1.0,1,0.073210526
188-1-6014,The Warley Fall - One Gallon in Yellow Olive,11029,1.0,1,0.073210526
188-1-6014,The Warley Fall - One Gallon in Yellow Olive,10284,1.0,1,0.073210526
188-1-6014,The Warley Fall - One Gallon in Yellow Olive,11256,1.0,1,0.073210526
188-1-6014,The Warley Fall - One Gallon in Yellow Olive,11275,1.0,1,0.073210526
188-1-GRA,The Warley Fall - One Gallon in Graphite,11029,1.0,1,0.071638655
188-1-GRA,The Warley Fall - One Gallon in Graphite,11020,1.0,1,0.071638655
188-1-GRA,The Warley Fall - One Gallon in Graphite,11114,1.0,1,0.071638655
188-1-GRA,The Warley Fall - One Gallon in Graphite,ZNS10655,2.0,1,0.071638655
188-1-GRA,The Warley Fall - One Gallon in Graphite,10284,1.0,1,0.071638655
188-1-GRA,The Warley Fall - One Gallon in Graphite,10765,1.0,1,0.071638655
188-1-GRA,The Warley Fall - One Gallon in Graphite,11256,1.0,1,0.071638655
188-1-GRN,The Warley Fall - One Gallon in HAWS Green,11020,1.0,1,0.0688353
188-1-GRN,The Warley Fall - One Gallon in HAWS Green,11029,1.0,1,0.0688353
188-1-GRN,The Warley Fall - One Gallon in HAWS Green,ZNS10655,2.0,1,0.0688353
188-1-GRN,The Warley Fall - One Gallon in HAWS Green,11114,1.0,1,0.0688353
188-1-GRN,The Warley Fall - One Gallon in HAWS Green,10284,1.0,1,0.0688353
188-1-GRN,The Warley Fall - One Gallon in HAWS Green,10697,1.0,1,0.0688353
188-1-GRN,The Warley Fall - One Gallon in HAWS Green,11256,1.0,1,0.0688353
188-1-GRN-2,2x The Warley Fall One Gallon,188-1-GRN,2.0,1,0.0
188-1-GRN-32-ALL,The Warley Fall One Gallon - Full Monty ,188-1-GRN,1.0,1,0.0
188-1-GRN-32-ALL,The Warley Fall One Gallon - Full Monty ,325-1,1.0,1,0.0
188-1-GRN-32-ALL,The Warley Fall One Gallon - Full Monty ,325-4,1.0,1,0.0
188-1-GRN-32-ALL,The Warley Fall One Gallon - Full Monty ,320-1,1.0,1,0.0
188-1-GRN-32-ALL,The Warley Fall One Gallon - Full Monty ,320-2,1.0,1,0.0
188-1-GRN-32-ALL,The Warley Fall One Gallon - Full Monty ,320-3,1.0,1,0.0
188-1-GRN-32-ALL,The Warley Fall One Gallon - Full Monty ,325-2,1.0,1,0.0
188-1-GRN-32-ALL,The Warley Fall One Gallon - Full Monty ,325-3,1.0,1,0.0
188-1-GRN-32-BED,The Warley Fall One Gallon - Bed Rose Set,188-1-GRN,1.0,1,0.0
188-1-GRN-32-BED,The Warley Fall One Gallon - Bed Rose Set,320-1,1.0,1,0.0
188-1-GRN-32-BED,The Warley Fall One Gallon - Bed Rose Set,320-2,1.0,1,0.0
188-1-GRN-32-BED,The Warley Fall One Gallon - Bed Rose Set,320-3,1.0,1,0.0
188-1-GRN-32-POT,The Warley Fall One Gallon - Pot Rose Set,188-1-GRN,1.0,1,0.0
188-1-GRN-32-POT,The Warley Fall One Gallon - Pot Rose Set,325-1,1.0,1,0.0
188-1-GRN-32-POT,The Warley Fall One Gallon - Pot Rose Set,325-4,1.0,1,0.0
188-1-GRN-32-POT,The Warley Fall One Gallon - Pot Rose Set,325-2,1.0,1,0.0
188-1-GRN-32-POT,The Warley Fall One Gallon - Pot Rose Set,325-3,1.0,1,0.0
188-1-GRN-32-STARTER,The Warley Fall One Gallon - Starter Rose Set,188-1-GRN,1.0,1,0.0
188-1-GRN-32-STARTER,The Warley Fall One Gallon - Starter Rose Set,325-4,1.0,1,0.0
188-1-GRN-32-STARTER,The Warley Fall One Gallon - Starter Rose Set,320-1,1.0,1,0.0
188-1-SAG,The Warley Fall - One Gallon in Sage,11020,1.0,1,0.0
188-1-SAG,The Warley Fall - One Gallon in Sage,11104,1.0,1,0.0
188-1-SAG,The Warley Fall - One Gallon in Sage,11029,1.0,1,0.0
188-1-SAG,The Warley Fall - One Gallon in Sage,11538,1.0,1,0.0
188-1-SAG,The Warley Fall - One Gallon in Sage,10522,1.0,1,0.0
188-1-SAG,The Warley Fall - One Gallon in Sage,10223,1.0,1,0.0
188-1-SAG,The Warley Fall - One Gallon in Sage,10284,1.0,1,0.0
188-1-SAG,The Warley Fall - One Gallon in Sage,10767,1.0,1,0.0
188-2-198-2-GRN,The Warley and Bearwood Two Gallon,188-2-GRN,1.0,1,0.0
188-2-198-2-GRN,The Warley and Bearwood Two Gallon,198-2-GRN,1.0,1,0.0
188-2-3005,The Warley Fall - Two Gallon in Wine Red,11114,1.0,1,0.072745098
188-2-3005,The Warley Fall - Two Gallon in Wine Red,ZNS10655,2.0,1,0.072745098
188-2-3005,The Warley Fall - Two Gallon in Wine Red,11028,1.0,1,0.072745098
188-2-3005,The Warley Fall - Two Gallon in Wine Red,11021,1.0,1,0.072745098
188-2-3005,The Warley Fall - Two Gallon in Wine Red,11251,1.0,1,0.072745098
188-2-3005,The Warley Fall - Two Gallon in Wine Red,10284,1.0,1,0.072745098
188-2-3005,The Warley Fall - Two Gallon in Wine Red,11240,1.0,1,0.072745098
188-2-3005,The Warley Fall - Two Gallon in Wine Red,11256,1.0,1,0.072745098
188-2-4009,The Warley Fall - Two Gallon in Pastel Violet,11114,1.0,1,0.074467005
188-2-4009,The Warley Fall - Two Gallon in Pastel Violet,ZNS10655,2.0,1,0.074467005
188-2-4009,The Warley Fall - Two Gallon in Pastel Violet,11300,1.0,1,0.074467005
188-2-4009,The Warley Fall - Two Gallon in Pastel Violet,11021,1.0,1,0.074467005
188-2-4009,The Warley Fall - Two Gallon in Pastel Violet,11028,1.0,1,0.074467005
188-2-4009,The Warley Fall - Two Gallon in Pastel Violet,10284,1.0,1,0.074467005
188-2-4009,The Warley Fall - Two Gallon in Pastel Violet,11256,1.0,1,0.074467005
188-2-4009,The Warley Fall - Two Gallon in Pastel Violet,11273,1.0,1,0.074467005
188-2-6014,The Warley Fall - Two Gallon in Yellow Olive,11250,1.0,1,0.079466667
188-2-6014,The Warley Fall - Two Gallon in Yellow Olive,ZNS10655,2.0,1,0.079466667
188-2-6014,The Warley Fall - Two Gallon in Yellow Olive,11114,1.0,1,0.079466667
188-2-6014,The Warley Fall - Two Gallon in Yellow Olive,11028,1.0,1,0.079466667
188-2-6014,The Warley Fall - Two Gallon in Yellow Olive,11021,1.0,1,0.079466667
188-2-6014,The Warley Fall - Two Gallon in Yellow Olive,10284,1.0,1,0.079466667
188-2-6014,The Warley Fall - Two Gallon in Yellow Olive,11256,1.0,1,0.079466667
188-2-6014,The Warley Fall - Two Gallon in Yellow Olive,11274,1.0,1,0.079466667
188-2-8004,The Warley Fall - Two Gallon in Copper Brown,11021,1.0,1,0.075089286
188-2-8004,The Warley Fall - Two Gallon in Copper Brown,11028,1.0,1,0.075089286
188-2-8004,The Warley Fall - Two Gallon in Copper Brown,ZNS10655,2.0,1,0.075089286
188-2-8004,The Warley Fall - Two Gallon in Copper Brown,11114,1.0,1,0.075089286
188-2-8004,The Warley Fall - Two Gallon in Copper Brown,11300,1.0,1,0.075089286
188-2-8004,The Warley Fall - Two Gallon in Copper Brown,10284,1.0,1,0.075089286
188-2-8004,The Warley Fall - Two Gallon in Copper Brown,11241,1.0,1,0.075089286
188-2-8004,The Warley Fall - Two Gallon in Copper Brown,11256,1.0,1,0.075089286
188-2-BNB,The Warley Fall - Two Gallon - British Navy Blue,ZNS10655,2.0,1,0.084166667
188-2-BNB,The Warley Fall - Two Gallon - British Navy Blue,11114,1.0,1,0.084166667
188-2-BNB,The Warley Fall - Two Gallon - British Navy Blue,11028,1.0,1,0.084166667
188-2-BNB,The Warley Fall - Two Gallon - British Navy Blue,11021,1.0,1,0.084166667
188-2-BNB,The Warley Fall - Two Gallon - British Navy Blue,10284,1.0,1,0.084166667
188-2-BNB,The Warley Fall - Two Gallon - British Navy Blue,11256,1.0,1,0.084166667
188-2-BNB,The Warley Fall - Two Gallon - British Navy Blue,11295,1.0,1,0.084166667
188-2-COPPER,The Warley Fall Two Gallon - Hammered Copper,11224,1.0,1,0.4
188-2-COPPER,The Warley Fall Two Gallon - Hammered Copper,11021,1.0,1,0.4
188-2-COPPER,The Warley Fall Two Gallon - Hammered Copper,11028,1.0,1,0.4
188-2-COPPER,The Warley Fall Two Gallon - Hammered Copper,ZNS10655,2.0,1,0.4
188-2-COPPER,The Warley Fall Two Gallon - Hammered Copper,11114,1.0,1,0.4
188-2-COPPER,The Warley Fall Two Gallon - Hammered Copper,10284,1.0,1,0.4
188-2-COPPER,The Warley Fall Two Gallon - Hammered Copper,11256,1.0,1,0.4
188-2-COPPER,The Warley Fall Two Gallon - Hammered Copper,11407,1.0,1,0.4
188-2-GRA,The Warley Fall - Two Gallon in Graphite,11114,1.0,1,0.071020115
188-2-GRA,The Warley Fall - Two Gallon in Graphite,ZNS10655,2.0,1,0.071020115
188-2-GRA,The Warley Fall - Two Gallon in Graphite,11021,1.0,1,0.071020115
188-2-GRA,The Warley Fall - Two Gallon in Graphite,11028,1.0,1,0.071020115
188-2-GRA,The Warley Fall - Two Gallon in Graphite,10284,1.0,1,0.071020115
188-2-GRA,The Warley Fall - Two Gallon in Graphite,10769,1.0,1,0.071020115
188-2-GRA,The Warley Fall - Two Gallon in Graphite,11256,1.0,1,0.071020115
188-2-GRN,The Warley Fall - Two Gallon in HAWS Green,ZNS10655,2.0,1,0.07333122
188-2-GRN,The Warley Fall - Two Gallon in HAWS Green,11114,1.0,1,0.07333122
188-2-GRN,The Warley Fall - Two Gallon in HAWS Green,11021,1.0,1,0.07333122
188-2-GRN,The Warley Fall - Two Gallon in HAWS Green,11028,1.0,1,0.07333122
188-2-GRN,The Warley Fall - Two Gallon in HAWS Green,10284,1.0,1,0.07333122
188-2-GRN,The Warley Fall - Two Gallon in HAWS Green,10704,1.0,1,0.07333122
188-2-GRN,The Warley Fall - Two Gallon in HAWS Green,11256,1.0,1,0.07333122
188-2-GRN-2,2x The Warley Fall Two Gallon,188-2-GRN,2.0,1,0.0
188-2-GRN-32-ALL,The Warley Fall Two Gallon - Full Monty ,188-2-GRN,1.0,1,0.0
188-2-GRN-32-ALL,The Warley Fall Two Gallon - Full Monty ,325-1,1.0,1,0.0
188-2-GRN-32-ALL,The Warley Fall Two Gallon - Full Monty ,325-4,1.0,1,0.0
188-2-GRN-32-ALL,The Warley Fall Two Gallon - Full Monty ,320-1,1.0,1,0.0
188-2-GRN-32-ALL,The Warley Fall Two Gallon - Full Monty ,320-2,1.0,1,0.0
188-2-GRN-32-ALL,The Warley Fall Two Gallon - Full Monty ,320-3,1.0,1,0.0
188-2-GRN-32-ALL,The Warley Fall Two Gallon - Full Monty ,325-2,1.0,1,0.0
188-2-GRN-32-ALL,The Warley Fall Two Gallon - Full Monty ,325-3,1.0,1,0.0
188-2-GRN-32-BED,The Warley Fall Two Gallon - Bed Rose Set,188-2-GRN,1.0,1,0.0
