Variant code,Variant description,Estimated cost
ZNS10856,M6x50 HEX HEAD SET SCREW BZP (GR-8.8),0.0294
ZNS10857,"150mm/6"" RIGID RUSTLESS RULE ROUND END",4.36
ZNS10858,"300mm/12"" RIGID RUSTLESS RULE ROUND END",9.29
ZNS10859,M6 FORM-B STEEL WASHER BZ P,0.0108
ZNS10860,Solvex glove Size 10 (Stocked per pair),5.62
ZNS10861,Ejector pin through hardened DIN1530AH ,6.4
ZNS10862,"3/64"" HSS Straight Shank Jobber Drills",0.277
ZNS10863,M20x180 HEX HEAD SET SCREW (GR-8.8),3.751
ZNS10864,M20 HEX NUT (8),0.2906
ZNS10865,M20 FORM-A WASHER SINGLE CHAMFER - STEEL - BZP DIN 125-1B,0.198
ZNS10866,MAGNETIC LONG REACH PICK-UP TOOL,15.88
ZNS10867,Procell Batteries AA (Stock per Battery),0.2915
ZNS10869,Henry Vaccum Cleaner ,108.655
ZNS10870,Microfibre Cloths,0.3164
ZNS10871,10mm HSS L/S SC/SH END MILL,10.07
ZNS10872,Starlock Assembly Tool Magnetic Ferrule 12.32mm,5.0
ZNS10873,Starlock Assembly Tool Handle,4.9
ZNS10874,100 x 915mm AL/OX ABRASIVE BELTS P80,4.61
ZNS10875,Henry NRV 240-11 Dry Vacuum Cleaner,100.3333
ZNS10876,Optically Clear Solid Polycarbonate,72.87
ZNS10877,"1/2 x 26 BSB HSGT DIE 1.5/16"" O/D",18.09
ZNS10878,5.0mm 4FL STANDARD CARBIDE END MILL,7.21
ZNS10879,4.0mm 3FL STANDARD CARBIDE SLOT DRILL,5.74
ZNS10880,6.0mm 3FL STANDARD CARBIDE SLOT DRILL,8.02
ZNS10881,Retro Bicycle Horn,8.325
ZNS10882,Foam Interlocking tiles,35.7916
ZNS10883,Punch for No 4 Fine as Rain (Large) Tin Coated,15.8
ZNS10884,SILICA GEL 1G SACHET,0.01
ZNS10887,Red Beacon,0.0
ZNS10888,PREMIUM METAL CUTTING FLUID BACTERIA & PH TESTER KIT,263.18
ZNS10889,Stanley Knife Blades,19.75
ZNS10890,05/1006 T6MM DIAL TEST INDICATOR,92.23
ZNS10891,Pallet Trays,0.0
ZNS10893,9 x 8 PU Injector Seal Tube,8.0
ZNS10894,25mm x 50M COIL SUPERFLEX CLOTH GRADE 150,11.62
ZNS10895,Multona touch-up pencil RAL 6005 Moosgrün (9ml),5.74
ZNS10896,Forced Fan Air Recirculation type Box Oven,21796.0
ZNS10897,"SOFT COCO BROOM WITH48"" WOODEN HANDLE",12.12
ZNS10898,Wall Calendar,10.2833
ZNS10899,Toilet Cistern,36.66
ZNS10900,Reinforced Crossweave Tape 50mm x 50m,4.95
ZNS10901,"Single Door 305 x 305mm, silver, Fitted with camlocks, 2 keys per door",68.72
ZNS10902,Replacement locker door 1 comp 305x305 silver-camlock,36.87
ZNS10903,Black PU Gloves - Size 10 (stocked per pair),0.51
ZNS10904,Black PU Gloves - Size 11,0.0
ZNS10905,"4"" 26 BLADE IMPERIAL FEELER GAUGE",9.29
ZNS10906,5M LOCKING TAPE RULE,5.57
ZNS10907,Cutting Fliuid - Cleaning fluid,34.09
ZNS10908,215mm FACTORY ACT THERMOMETER,6.04
ZNS10909,Loc Line COOLANT HOSE - HOSE KIT,10.45
ZNS10910,Office Paper Clips,0.0
ZNS10911,Office Grip Clips,0.0
ZNS10912,4 Colour Bic,1.835
ZNS10913,Office Batteries,0.0
ZNS10914,Office paper rubber,0.0
ZNS10916,"1/2"" HOSE KIT (13""+FITTINGS)",12.0
ZNS10917,SCREWDRIVER SET,25.96
ZNS10918,ATRAMENTIZEDWATERPUMO PLIERS ,17.66
ZNS10919,Digital Thermometer,16.96
ZNS10920,Metal Cutting / Working Fluid Refractometer 0-32% Brix,49.74
ZNS10921,"Grinding Wheel, 180 x 13 x 31.75mm, A100, Aluminium Oxide",21.29
ZNS10922,STRAP WRENCH 60-140MM CAPACITY,17.43
ZNS10923,"12"" x 19 Fold Swansdown Mop",5.5
ZNS10924,Clarke SAM170 Desk Mounted Magnifying LED Lamp,54.99
ZNS10925,1.50mm HSS S/S JOBBER DRILL,0.6
ZNS10926,Pallet Layer Cards,0.665
ZNS10927,5/16BSFx3/8x2.1/4 SKT SHOULDERSCREW,4.49
ZNS10928,M10x75 SKT HEAD CAP SCREW,0.37
ZNS10929,6 LED SUPER BRIGHT BLACKCASE TORCH,8.52
ZNS10930,1 Gallon Multi-Height Postage Sleeve (312 x 193  x 719 MULTIHEIGHT 520),0.5938
ZNS10931,1.5m 50x50x4mm Angleboard,0.358
ZNS10932,"0 - 4mm Vertex Drill Chuck J0 with 1/2"" Diameter Arbor",23.022
ZNS10933,HEARING DEFENDER GENERALDUTY - YELLOW,7.59
ZNS10934,"BW110, Coated Roll, 115mm x 50m, Aluminium Oxide, P120",31.81
ZNS10935,"6"" (150mm) SQUARE BASTARDENGINEERS FILE + HANDLE",7.2
ZNS10936,ECO SUSTAINABLE; ABSORBENTCOMPOUND 30LTR BAG,7.2
ZNS10937,"3/32""x5/8""x5"" COBALT PART-OFF BLADE",30.6
ZNS10938,0.45mm HSS S/S JOBBER DRILL,1.38
ZNS10939,Bandsaw Blade 2362 X 19 X 0.81MM 14TPI,25.83
ZNS10940,"180mm/7"" COMBINATION PRO-TORQPLIER",7.35
ZNS10941,M8x10x40 SKT SHOULDER SCREWH8 (GR-12.9),0.72
ZNS10942,"1/2"" A/F HEXAGON WRENCH",0.31
ZNS10943,4GB Eco Round USB with branding and preload,3.74
ZNS10944,Mallory bar (CuCrZr) 30mm dia x 1m |  Spot Welding Electrode,175.0
ZNS10945,TGFH 32-3C BLADE + 10 TAG-3 IC808INSERTS,137.18
ZNS10946,DPTS-3225 TOOL BLOCK FORSIZE 32 BLADE,76.72
ZNS10947,PVC Banner,52.5835
ZNS10948,M5 (3xD) WASHER - STEEL - BZP DIN9021,0.015
ZNS10949,M5 x 12 POZI PAN THREAD FORMING SCREWS BZP,0.05
ZNS10950,NCR Paper 131x250mm,36.0
ZNS10951,Multi Purpose Filler,2.22
ZNS10952,200MM X 50MM X 76MM FINE A (SOLID),0.0
ZNS10953,200MM X 50MM X 76MM MEDIUM A,0.0
ZNS10954,2 Gallon Multi-Height Postage Sleeve 389 x 225 x 885mm (MULTIHEIGHT 726),1.03
ZNS10955,50 mm Paperclips pack of 1000,9.95
ZNS10956,FC4016200 M16x200mm T-SLOT BOLT,11.23
ZNS10957,FC4016150 M16x150mm T-SLOT BOLT,9.14
ZNS10958,FC04 M16 FLANGED NUT,5.26
ZNS10959,"7/64"" HSS S/S JOBBER DRILL",0.839
ZNS10960,"3/32"" HSS S/S JOBBER DRILL",0.36
ZNS10961,3mmx150mmx500mm GROUND FLAT STOCK,34.09
ZNS10962,Men's Short-Sleeve Work Coverall Light,13.32
ZNS10963,VACMASTER WD L38 L CLASS WET & DRY DUST EXTRACTOR,141.658
ZNS10964,VACMASTER DUST BAGS STANDARD FILTRATION,1.3886
ZNS10965,Isolaide Resuscitation Device,0.575
ZNS10966,Sterile Eye Wash Solution 20ml Pod (Single),0.408
ZNS10967,Eye Wash Solution 500ML,1.991
ZNS10968,Micropore Tape 2.5cm x 10m,0.9583
ZNS10969,First Aid Guidance Leaflet,0.0666
ZNS10970,Safety Pins (Pk-6),0.0516
ZNS10971,3.5G Burn Stop Single Dose Sachet PK25,0.3116
ZNS10972,87150 Assorted Washproof Plasters (Box-100),0.0365
ZNS10973,Triangular Bandage Disposable,0.325
ZNS10974,"3/4""x.025""x1/4"" HSS SMALL CIRCULAR SAW",11.46
ZNS10975,1.0mm ST/SH SHORT 3FL CARBIDESLOT DRILL,10.45
ZNS10976,40x1.00x10mm HSS SLITTING SAW 64T,14.56
ZNS10977,YAMALOY METRIC B-TYPE THREADING KIT C/W TOOLHOLDER,70.32
ZNS10978,16ERB-AG60-QMA B-TYPE COATEDINSERT,12.78
ZNS10979,11TPI UNI FORM OUTSIDE HAND,49.21
ZNS10980,Bug Zapper Racket,5.16
ZNS10981,Rose Face Box,0.425
ZNS10982,Plastic Stapler,2.64
ZNS10983,Mixed rags (Stocked per pack),7.3
ZNS10984,Pallet Wrap Black,0.0
ZNS10985,"5/16"" SQ x 3"" COBALT TOOLBIT",6.97
ZNS10986,"SP50 1/2""x6"" 0.50 CARAT DIAMONDTOOL",13.94
ZNS10987,33-PCE SCREWDRIVER BIT SET,1.15
ZNS10988,20mm HSS-COBALT L/S SC/SH ENDMILL,29.83
ZNS10989,White Marker Pen,4.59
ZNS10990,Office C Batteries,0.0
ZNS10991,Staples,0.0
ZNS10992,Silicone Magic Brushes,9.15
ZNS10993,Mask filters 6035,47.49
ZNS10994,Mop Bucket,3.718
ZNS10995,M16x20x50 SKT SHOULDER SCREWH8 (GR-12.9),3.95
ZNS10997,"3"" x 1/2"" BDMS x 2000",0.0
ZNS10998,"8"" (200mm) HALF ROUND BASTARDENGINEERS FILE",8.27
ZNS10999, Ear Plug Refill Bottle (37db),52.24
ZNS11000,Plastic Wallets (100 pk),6.96
ZNS11001,Viton rubber O ring,0.8548
ZNS11002,M5 Crimp Terminal,0.1319
ZNS11003,Wall Mounted A4 Leaflet Display Holder,8.29
ZNS11004,"13/16"" COMBINATIONSPANNER",15.1
ZNS11006,M8 x 120mm Coach Bolt,1.5954
ZNS11007,5/16BSWx3/8x1.1/2 SKT SHOULDERSCREW (GR-12.9),0.0
ZNS11008,RS PRO White Acetal Rod,26.08
ZNS11009,RS PRO White Nylon Rod,17.84
ZNS11010,20mm HSS L/S SC/SH B/N SLOT DRILL,51.92
ZNS11011,"2"" INDUSTRIAL PAINT BRUSH",10.29
ZNS11012,9.5SS HOSE CLIP GRADE 304 STAINLESS STEEL 210mm - 242mm,2.4
ZNS11013,14mm Allen Key,1.91
ZNS11014,"1/16""-1/4"" TRADITIONAL TAP WRENCH",10.45
ZNS11015,"3/8""x16 BSW HSSGT STR. FLUTE TAPSET",30.99
ZNS11016,E200 HAND DEBURRING BLADEBRASS/CAST IRON,2.13
ZNS11017,E HAND DEBURRING SET 7-PCE,17.01
ZNS11018,HEAVY DUTY TRIMMING KNIFE BLADES(PK-100),19.63
ZNS11019,MEDIUM GRINDING WHEEL 180x13x31.75 WA46KV,20.36
ZNS11020,"100x1x16mm A60TBF INOX CUTTING DISC,T41",0.86
ZNS11021,100x5x16 A30RBF DPC GRINDING DISC,1.89
ZNS11022,HP Envy 17-cw0009na 4K Laptop - Core i7,914.25
ZNS111039,16 x 19 Unreinforced PVC Tube 106mm,0.08
ZNS11121,Round Storage Container,3.33
ZNS11154,Printing Plate,155.0
ZNS11201,M16x20x40 SKT SHOULDER SCREWH8 (GR-12.9),5.81
ZNS11202,Ethernet Faceplate Single 1-Port/Double 2-Way,4.16
ZNS11213,(DE3PL) Large Paper Mailing Bag - 480x600mm +80mm,0.0
ZNS11214,(DE3PL) Medium Paper Mailing Bag - 380x440mm +50mm,0.4232
ZNS1123,Lighter Fuel 125ML,3.1
ZNS1124,Cat 7 Ethernet Cable,10.99
ZNS1125,Square Cut Folder,0.1483
ZNS1126,Red Gauntlet (6 pack),0.0
ZNS1127,3M 7500 Respirator ,50.34
ZNS1128,Platform Scale 1000 x 12000 | 3000kg x 0.2kg,420.0
ZNS1129,"Kumfi Pebble Anti Fatigue Mat, 90 x 150cm Black/Yellow",44.99
ZNS1130,M6x8 SKT SET SCREW - CONE POINT(GR-45H) (14.9),0.01
ZNS1131,M6x12 SKT SET SCREW - CONE POINT(GR-45H) (14.9),0.02
ZNS1132,M8x8 SKT SET SCREW - CONE POINT(GR-45H) (14.9),0.03
ZNS1133,M5 HEX NUT BZP (10),0.02
ZNS1134,Pallet Wrap Blue ,0.0
ZNS1135,Pallet Wrap Red,0.0
ZNS1136,Kettle descaler,2.5
ZNS1137,Clothes Horse,17.08
ZNS1138,Zeus Precision Data Charts and Reference Table Handbook,4.43
ZNS1139,Ejector pin through hardened DIN1530AH,8.0
ZNS1140,10 litre Magnolia Paint,23.5
ZNS1141,2.5 litre white gloss,20.3
ZNS1142,"1"" industrial paint brush",2.15
ZNS1143,"9"" roller & tray set",7.6
ZNS1144,"9"" roller sleeve single",3.64
ZNS1145,mini roller & tray set,2.32
ZNS1146,pack of 10 mini roller sleeves,11.6
ZNS1147,Self Write Warning Tags,2.63
ZNS1148,RAL K7 Colour Chart,0.0
ZNS1149,Triton Showers SPT303I T30I handwash Water Heater,51.77
ZNS1150,0.58mm HSS S/S JOBBER DRILL,3.37
ZNS1151,0.60mm HSS S/S JOBBER DRILL,1.36
ZNS1152,0.600mm CoM35 REAMER SSC,41.77
ZNS1153,Dunlop safety shoes,22.66
ZNS1154,Classic Bodywarmer,16.66
ZNS1155,Thermal trousers size M,6.66
ZNS1156,Thermal T-Shirt Long Sleeve Black M,7.74
ZNS1157,Flash Banding 10 metres x 100mm,20.3
ZNS1158,10mm x 120mm wall fixings (pack of 10),6.19
ZNS1159,Clear sticks like (No Nails),8.09
ZNS1160,"8"" shoot bolt",2.9
ZNS1161,Tube of brown silicone,5.0
ZNS1162,8ft x 4ft x 3mm hardboard sheet,6.9
ZNS1163,"3 x 2 "" stumps 4.8 metres in length",8.3
ZNS1164,"3"" wood screws (box of 100)",4.0
ZNS1165,"2"" wood screws (box of 200)",6.0
ZNS1166,8ft X 4ft Insulation board,31.5
ZNS1167,LED Light,7.0833
ZNS1168,"1"" WOOD SCREWS (BOX OF 200)",2.92
ZNS1169,Z2 - POZI DRIVE BITS (PACK OF 3),10.99
ZNS1170,RAL 1015 Touch up paint ,9.1666
ZNS1171,1.4 metre decorators extension pole,7.99
ZNS1172,"9"" roller frame",3.77
ZNS1173,"8"" x 4"" 9mm plyboard",20.8
ZNS1174,10 litre white emulsion,47.89
ZNS1175,M6 x 40mm - Hexagon Set Screw DIN 933 Grade 8.8 - BZP,0.0763
ZNS1176,M6x40 Penny Washer BZP,0.12
ZNS1177,HAV Self Write Adhesive Labels 51x51mm ,0.45
ZNS1178,Nylon 6 Extruded Black Rod ,9.85
ZNS1179,6 x 2 timber (4.8 metres in length),17.57
ZNS1180,MBT Seal Replacement Kit,68.6
ZNS1181,1.2 metre spirit level,12.99
ZNS1182,120mm wall fixings (box of 100),26.93
ZNS1183,120mm self cutting floor fixings (box of 100),15.6
ZNS1184,"4"" screws 5 x 100 (gold in colour) box of 100",5.5
ZNS1185,"2"" cavity insulation rolls (61/2 square metre coverage)",27.4
ZNS1186,8 x 4 plywood sheets 5.5mm thick,12.0
ZNS1187,5 litre flortred Princess Grey,60.81
ZNS1188,duct tape (1 roll),4.99
ZNS1189,white silicone 295ml,3.9
ZNS1190,tube of decorators Caulk,2.6
ZNS1191,205 0.80mm HSS S/S JOBBER DRILL,1.61
ZNS1192,205 0.90mm HSS S/S JOBBERDRILL,1.7
ZNS1193,Premium Mailing Bags 500x300x1000mm + 60mm lip,0.0
ZNS1194, IK Seal Kits,7.17
ZNS1195,pro gold 4 - 8 FT decorators extension pole,18.5
ZNS1196,"11/16"" X 26 TPI BSB DIE HSS",30.0
ZNS1197,"11/16"" X 26 TPI BSB PLUG TAP HSS",21.0
ZNS1198,"5/8"" X 26 TPI BSB DIE HSS",30.0
ZNS1199,"5/8"" X 26 TPI BSB PLUG TAP HSS",18.0
ZNS1200,22mm copper pipe 3 metre length,18.48
ZNS1201,22mm brass compression elbow,3.31
ZNS1202,22mm brass gate valve,6.0
ZNS1203,Sliding Uni Directional PVC Strip Curtains 2M wide x 3M High,485.0
ZNS1204,Service on the Ingersoll Rand Compressor Model IRN18K,509.53
ZNS1205,Pnumatic Press Pipe 2.5mmID 4mmOD,0.4333
ZNS1206,tube of clear silicone,3.9
ZNS1207,"6"" tower shoot bolt",0.0
ZNS1208,HSE Standard First Aid Kit,25.7
ZNS1209,100mm Zinc PLated Castor High Temp Wheel,31.85
ZNS1210,Airbench FN126784F N/S,2936.0
ZNS1211,13amp fused spur (switched),6.11
ZNS1212,4.8 metre length (cut to size as per quote),21.6
ZNS1213,1.8 metre length (cut to size as per quote),8.1
ZNS1214,8 x 4 sheet 18mm plywood cut to size as per quote,36.3
ZNS1215,120mm long dome head coach bolt (70 off),41.37
ZNS1216,2.4 metre x 8 x 50 beam,10.8
ZNS1217,6mm rawl plugs (box of 100),1.0
ZNS1218,7mm rawl plug (pack of 20),1.0
ZNS1219,3/8BSWx1FT MILD STEEL STUDDING ,0.0034
ZNS1220,3/8BSW STEEL HEX FULL NUT BZPGRADE A,0.0
ZNS1221,10.0mm 4FL STANDARD CARBIDE ENDMILL,17.57
ZNS1222,"Woven Wire Mesh, 40 mesh",16.43
ZNS1223,25mm plasterboard screws (box of 1000),8.78
ZNS1224,8 X 4 sheet fire resistant plaster board,16.05
ZNS1225,3 inch steel hinges (pair of),3.2
ZNS1226,16oz claw hammer,17.13
ZNS1227,75mm brass slidet bolt,2.32
ZNS1228,2 1/2 inch x 4 metre downpipe,12.11
ZNS1229,112 degree x 2 1/2 inch elbow,2.15
ZNS1230,"2 1/2 "" coupler",1.51
ZNS1231,ready mix post mix,6.16
ZNS1232,"4"" plastic grill",2.62
ZNS1233,1 1/2 inch waste pipe (3 metre length),4.8
ZNS1234,1 1/2 inch 90 degree bend,1.28
ZNS1235,4 inch soil pipe (3 metre length),23.57
ZNS1236,"4"" straight coupler",5.42
ZNS1237,RAL 6005 Moss Green tinned Paint,20.83
ZNS1238,post office red gloss (5 litre),45.38
ZNS1239,safety yellow gloss (5 litre),45.38
ZNS1240,65W 45W AC Charger With 4 Tips Fit for Asus VivoBook ZenBook NoteBook Laptop Power Supply Cord,19.16
ZNS1241,"12""X1/2""X18tpi Bi-Metal Hacksaw Blades",1.16
ZNS1242,"12""X1/2""X24tpi Bi-Metal Hacksaw Blades",1.16
ZNS1243,Round Head Nail Bright Finish 25MM Bag of 500G,2.49
ZNS1244,1.10MM HSS S/S Jobber Drill,1.71
ZNS1245,Magafor Reamer - Spiral Flute - Straight Shank - HSS-E - 1.10mm,26.96
ZNS1246,"MICRO MESH MX Soft Touch Pads 2""x2"" - 1200 MX",1.4083
ZNS1247,"MICRO MESH MX Soft Touch Pads 2""x2"" - 800 MX",1.325
ZNS1248,"MICRO MESH MX Soft Touch Pads 2""x2"" - 600 MX",12.91
ZNS1249,expanding foam,6.89
ZNS1250,"4"" fire door hinges (pack of 3)",6.2
ZNS1251,Bolle Tracker II Safety Glasses,10.02
ZNS1252,NO2 4mm Touch Up Brushes,0.1958
ZNS1253,30ml Plain Lever Lids – Plain Internal,0.0
ZNS1254,A4 Recycled White Card  270gsm,0.1906
ZNS1255,Mini roller value set,4.0
ZNS1256,Haws Green (RAL6012) 5 litre gloss paint,44.11
ZNS1257,"Sherwood Step Drill, 26 to 40, High Speed Steel",38.75
ZNS1258,gel knee pads (1 pair),29.52
ZNS1259,22mm tank fitment brass,4.5
ZNS1260,"BSF, Threading Die, 5/16in. x 22, High Speed Steel, Right Hand",6.3
ZNS1261,Excelcut 444V (25 litre),93.0
ZNS1262,"Copper / Rawhide Hammer, 37g, Wood Shaft, Replaceable Head",26.59
ZNS1263,"Jobber Drill, 0.5mm, Normal Helix, High Speed Steel, Black Oxide",1.51
ZNS1264,"Jobber Drill, 0.6mm, Normal Helix, High Speed Steel, Black Oxide",8.17
ZNS1265,"M8 x 35mm Socket Head Cap Screw, GR-12.9, Pack of 200",23.55
ZNS1266,CO44 airline 22 oil 1 litre (pack of 15),52.05
ZNS1267,1 x 0-9 / A-Z Stencil Kit 36 Pieces,33.33
ZNS1268,1 x Flexible Tray for 3 x 20L Containers - D 52cm x 52cm x 5cm ,38.22
ZNS1269,1 x Drum Tray for 9 x 25L Containers - D 101cm x 100cm x 12cm ,58.31
ZNS1270,"5 x SabreCut SCCBS100B_5 100mm (4"") x 16mm Bore Polycarbide Abrasive Rust Paint Removal Angle Grinder",18.99
ZNS1271,Haws Stone (RAL9002) Paint 10 litre Interior Emulsion Matt,64.08
ZNS1272,H006 Ultramax 32 (25 litre),2.2335
ZNS1273,Mallory bar (CuCrZr) 16mm dia x 1m |  Spot Welding Electrode,73.34
ZNS1274,Zinc Primer 5 litre,45.0
ZNS1275,110mm 90 degree bend,7.08
ZNS1276,110mm T Piece,11.46
ZNS1277,17.00mm HSS T/S SP/FL MACHINE REAMER,61.74
ZNS1278,"M8 x 40mm Socket Head Cap Screw, Fully Threaded, GR-12.9, Pack of 100",0.0
ZNS1279,Haws Stone (RAL9002) 5 litre Matt Finish,95.03
ZNS1280,Haws Stone (RAL9002) 10 litre Masonry smooth finish,70.66
ZNS1281,Haws Green (RAL6012) 10 litre Masonry smooth Finish,44.33
ZNS1282,16mm x 3mm pozi drive screws (200 per box),1.5
ZNS1283,Machine / Plant moves,1100.0
ZNS1284,Mini roller medium pile (2 pack),3.83
ZNS1285,"6"" Asp & Staple",2.62
ZNS1286,Padlock,5.78
ZNS1287,Forklift & Tool Lifter services / Loler Inspections,0.0
ZNS1288,EP2 Grease (12.5 KG Keg),48.88
ZNS1289,HAWS Brown Kraft PAper Bags,0.62
ZNS1290,Boxbond™ Paper Tape - Brown (Stocked per pack),2.51
ZNS1291,68mm x 2.5 metre black standpipe ,7.56
ZNS1292,7/8 x 7/8 timber (2.4 metre lengths),3.02
ZNS1293,126mm dia x 155mm - H13 material,54.4
ZNS1294,Haws Green (RAL6012) 2.5 litre in Acrylic Durable Matt,28.375
ZNS1295,S33 Clamping Tool,88.92
ZNS1296,wheelbarrow,39.99
ZNS1297,GDPR Compliant Business/Workplace Accident Report Book,3.3333
ZNS1298,1-125 Hacksaw,15.83
ZNS1299,25mm x 50M COIL SUPERFLEX CLOTH GRADE 80,22.49
ZNS1300,"Haws ""Whats New"" Sheet",0.2117
ZNS1301,HAWS watering can & accessories pricelist,0.6183
ZNS1302,ECO-7  25-130 Demountable Guide Pillar,14.17
ZNS1303,DBS-25-37-22 Demountable Bush Steel OD38,11.63
ZNS1304,"Clamp 1 - M8-6,5-20,0-17,3 Retaining Clamp for ECO-7 +DBS/DBB",0.0
ZNS1305,BHS M8-20 - button head screws for clamp 6-91-1 (DBS/DBB + ECO-7),0.0
ZNS1306,"M6 Steel Hex Nut, Bright Zinc Plated, Grade 8",0.0086
ZNS1307,"M8 Steel Hex Nut, Bright Zinc Plated, Grade 8",4.35
ZNS1308,polycarbonate fixing screws (pack of 10),4.6
ZNS1309,Pallet Edge Protector - 50 x 50 x 3 MM Angleboard - 1650mm Long,0.4408
ZNS1310,HAWS Roundel building sign,91.0
ZNS1311,TOAST Barcode Label,0.0
ZNS1312,90 degree gutter Angle,3.75
ZNS1313,Guttering (4 Metre),11.83
ZNS1314,Guttering Stop end outlet,3.54
ZNS1315,Guttering end chute,2.36
ZNS1316,downpipe clip 68mm,1.25
ZNS1317,gutter brkts,0.67
ZNS1318,gutter straight coupler,2.7
ZNS1319,5.00 mm Blue ring terminal (pack of 100),18.38
ZNS1320,S132 EXCELFLUID EVO AL (Suds) 205 Litres,2.6371
ZNS1321,"York Grinding Wheel, 200 x 25 x 31.75mm, A60, Aluminium Oxide",35.39
ZNS1322,"York Grinding Wheel, 200 x 25 x 31.75mm, A36, Aluminium Oxide",35.39
ZNS1323,10 litre Matt Emulsion Princess Grey,10.83
ZNS1324,oil dry Granules,8.95
ZNS1325,7.5 cm x 1.2 Metre oil sock ,2.85
ZNS1326,Bondmaster tile adhesive,15.28
ZNS1327,"DNMG 150608-NM6, Turning Insert, Grade QX530, Carbide, 55° Rhombic",7.65
ZNS1328,BWR5 0237.b - 35 litre Liner (box of 20 rolls),66.29
ZNS1329,3/8BSWx5/8 SKT SET SCREW - KNURLED CUP POINT (GR-45H) (14.9),0.13
ZNS1330,"Senator 14""/350mm LEADER PATTERN PIPE WRENCH",9.21
ZNS1331,Jug mop (pack of 12),0.0
ZNS1332,Jug mop (pack of 12),5.74
ZNS1333,Cherry NCR Confidential Visitor Pass 90mm x 60mm Duplicate Book 300 Passes GDPR,17.135
ZNS1334,Fushing 30Pcs Clear Plastic Horizontal Name Tags Badge ID Card Holders and 30Pcs Flat Neck Lanyards with Swivel Hook,17.4916
ZNS1335,Zinc Plated 30mm / 330mm / 55mm x 2500mm x 3mm Edge Cap,38.0
ZNS1336,Micro Irrigation System,10.825
ZNS1337,4.0kW4P.IE3.D112M (Standard foot mounted motor),260.0
ZNS1338,LEV Testing ,630.0
ZNS1339,Bright Health - Health Survey,495.0
ZNS1340,"York Grinding Disc, 125 x 6 x 22mm, Type 27, 30-Medium/Coarse, Aluminium Oxide",2.09
ZNS1341,"York Cutting Disc, 60-Fine, 125 x 1.6 x 22.23mm, Type 41, Aluminium Oxide",0.96
ZNS1342,"York Cutting Disc, 30-Medium/Coarse, 125 x 3 x 22.23mm, Type 41, Aluminium Oxide",1.59
ZNS1343,Agate Grey RAL7038 - 5 litre exterior gloss,44.11
ZNS1344,Green Mist 5 litre exterior gloss - 12 B 17,0.0
ZNS1345,5000mm x 990mm dibond front of house sign,430.0
ZNS1346,75mm x 25mm x 20mm rough sawn timber (3 metre length),4.8
ZNS1347,Barrier Tape 70mm x 500M,7.71
ZNS1348,Orange medium hi viz vest,2.95
ZNS1349,Orange Large hi viz vest,0.0
ZNS1350,orange hi viz vest XXL,2.95
ZNS1351,Blue hi viz vest medium,3.5
ZNS1352,Blue hi viz vest large,0.0
ZNS1353,Roofing Repairs,1430.0
ZNS1354,Agency worker (booked in hours worked),14.77
ZNS1355,PAT Testing (Booked Per Item),0.8
ZNS1356,Burner Torch Handle,39.5
ZNS1357,Propane Hose (per metre),4.6
ZNS1358,11 - 13 mm O Clip,0.95
ZNS1359,Gas bottle Chain 1200mm,5.25
ZNS1360,75mm 80G Hook and Loop Pads ( pack of 10) ,5.1
ZNS1361,75mm 120G Hook and Loop Pads ( pack of 10) ,5.1
ZNS1362,3” Orbital Air Sander ,53.94
ZNS1363,F4P Cable Warning Tape (365 Mtr Roll),27.75
ZNS1364,SGS Pointed Chisel (Each),6.27
ZNS1365,"SGS 1"" Chisel (Each)",6.27
ZNS1366,"SGS 1 1/2 ""  flat chisel",7.19
ZNS1367,"SGS 3"" Flat Chisel",6.99
ZNS1368,"SDS D-19021, Cold Chisel, 20mm x 400mm,",3.48
ZNS1369,"SDS D-19015, Point Chisel, 3mm x 400mm",3.68
ZNS1370,"1 618 600 203, Flat Chisel, 25mm x 600mm",2.43
ZNS1371,50mm x 50mm HOOK ON PLATE - GALVANISED,2.9
ZNS1372,small manhole key,2.46
ZNS1373,Gas Bottle - Surcharge,8.74
ZNS1374,SIMW50D Acrylic Silver Wheel Aerosol Paint - 500ml,4.65
ZNS1375,Customs document charge,83.3333
ZNS1376,Microwave Leak Test,3.5
ZNS1377,Test Certificate Charge,25.0
ZNS1378,Williams Sonoma Avery Dennison SBC Labels,0.0
ZNS1379,Estimation cost per box,6.597
ZNS1380,"Rawhide Hammer, 67g, Wood Shaft, Replaceable Head",28.61
ZNS1381,150mm Gutteringt (4 metre lengths),46.6
ZNS1382,150mm guttering wall brkt,5.95
ZNS1383,150mm guttering stop end,9.58
ZNS1384,150mm guttering union,11.16
ZNS1385,150mm Running outlets to110mm,22.18
ZNS1386,VP035JMQ3 (35 kv ar PFC cubicle switched,2013.0
ZNS1387,Die Set PartCode: 7156-355-500-40-50,717.05
ZNS1388,"PP Press Fit Guide Pillar, Steel, Compatible with BP & BPB Press Fit Bushes",7.78
ZNS1389,"BP Press Fit Guide Bush, Steel, Compatible with Press Fit Guide Pillar PP",16.33
ZNS1390,Air Filter Reg. Lub. Combi G1/4,44.42
ZNS1391,"BSPF, Threading Die, 1/2in. x 14, High Speed Steel, Right Hand",81.96
ZNS1392,25mm X 50M Coil Superflex Cloth Grade 120,21.66
ZNS1393,"3/4""x1/32""x1/4"" HSS SMALL CIRCULAR SAW",12.6
